condition	treatment	dose_uM	t	density	density_se	n_wells
treatment	SB 271046	0.2963	7.9	4.8872881166157695e-6	NA	3
treatment	SB 271046	0.2963	8	5.119206428942901e-6	NA	3
treatment	SB 271046	0.2963	8.1	5.362855589707795e-6	NA	3
treatment	SB 271046	0.2963	8.200000000000001	5.61882957291014e-6	NA	3
treatment	SB 271046	0.2963	8.3	5.887749419770392e-6	NA	3
treatment	SB 271046	0.2963	8.4	6.17026418721436e-6	NA	3
treatment	SB 271046	0.2963	8.5	6.467051912508648e-6	NA	3
treatment	SB 271046	0.2963	8.6	6.7788205941038456e-6	NA	3
treatment	SB 271046	0.2963	8.700000000000001	7.106309188921674e-6	NA	3
treatment	SB 271046	0.2963	8.8	7.450288626531158e-6	NA	3
treatment	SB 271046	0.2963	8.9	7.811562840880184e-6	NA	3
treatment	SB 271046	0.2963	9	8.190969820539886e-6	NA	3
treatment	SB 271046	0.2963	9.1	8.589382678705298e-6	NA	3
treatment	SB 271046	0.2963	9.200000000000001	9.007710744551704e-6	NA	3
treatment	SB 271046	0.2963	9.3	9.44690067791571e-6	NA	3
treatment	SB 271046	0.2963	9.4	9.907937609685354e-6	NA	3
treatment	SB 271046	0.2963	9.5	1.0391846310726956e-5	NA	3
treatment	SB 271046	0.2963	9.600000000000001	1.0899692392659563e-5	NA	3
treatment	SB 271046	0.2963	9.700000000000001	1.1432583544272724e-5	NA	3
treatment	SB 271046	0.2963	9.8	1.1991670807951149e-5	NA	3
treatment	SB 271046	0.2963	9.9	1.2578149900982903e-5	NA	3
treatment	SB 271046	0.2963	10	1.3193262587226313e-5	NA	3
treatment	SB 271046	0.2963	10.100000000000001	1.3838298105165719e-5	NA	3
treatment	SB 271046	0.2963	10.200000000000001	1.4514594658996144e-5	NA	3
treatment	SB 271046	0.2963	10.3	1.5223540979936503e-5	NA	3
treatment	SB 271046	0.2963	10.4	1.596657796555683e-5	NA	3
treatment	SB 271046	0.2963	10.5	1.6745200405443e-5	NA	3
treatment	SB 271046	0.2963	10.600000000000001	1.7560958802088714e-05	NA	3
treatment	SB 271046	0.2963	10.700000000000001	1.8415461296339474e-5	NA	3
treatment	SB 271046	0.2963	10.8	1.9310375707228352e-5	NA	3
treatment	SB 271046	0.2963	10.9	2.024743169640579e-5	NA	3
treatment	SB 271046	0.2963	11	2.1228423067712554e-5	NA	3
treatment	SB 271046	0.2963	11.100000000000001	2.2255210212731983e-5	NA	3
treatment	SB 271046	0.2963	11.200000000000001	2.3329722713369374e-5	NA	3
treatment	SB 271046	0.2963	11.3	2.4453962112576692e-5	NA	3
treatment	SB 271046	0.2963	11.4	2.5630004864441427e-5	NA	3
treatment	SB 271046	0.2963	11.5	2.6860005474749906e-5	NA	3
treatment	SB 271046	0.2963	11.600000000000001	2.8146199843013605e-5	NA	3
treatment	SB 271046	0.2963	11.700000000000001	2.949090881667082e-5	NA	3
treatment	SB 271046	0.2963	11.8	3.089654196782721e-5	NA	3
treatment	SB 271046	0.2963	11.9	3.23656016024773e-5	NA	3
treatment	SB 271046	0.2963	12	3.3900687011546174e-5	NA	3
treatment	SB 271046	0.2963	12.100000000000001	3.550449897246293e-5	NA	3
treatment	SB 271046	0.2963	12.200000000000001	3.717984450921929e-5	NA	3
treatment	SB 271046	0.2963	12.3	3.892964191803376e-5	NA	3
treatment	SB 271046	0.2963	12.4	4.075692606478328e-5	NA	3
treatment	SB 271046	0.2963	12.5	4.266485395935304e-5	NA	3
treatment	SB 271046	0.2963	12.600000000000001	4.465671061098267e-5	NA	3
treatment	SB 271046	0.2963	12.700000000000001	4.6735915167450847e-5	NA	3
treatment	SB 271046	0.2963	12.8	4.890602733975625e-5	NA	3
treatment	SB 271046	0.2963	12.9	5.1170754112640876e-5	NA	3
treatment	SB 271046	0.2963	13	5.353395673988017e-5	NA	3
treatment	SB 271046	0.2963	13.100000000000001	5.599965802194374e-5	NA	3
treatment	SB 271046	0.2963	13.200000000000001	5.857204986210164e-5	NA	3
treatment	SB 271046	0.2963	13.3	6.12555010955905e-5	NA	3
treatment	SB 271046	0.2963	13.4	6.405456558489381e-5	NA	3
treatment	SB 271046	0.2963	13.5	6.697399057271902e-5	NA	3
treatment	SB 271046	0.2963	13.600000000000001	7.001872528249925e-5	NA	3
treatment	SB 271046	0.2963	13.700000000000001	7.319392975485218e-5	NA	3
treatment	SB 271046	0.2963	13.8	7.65049839066383e-5	NA	3
treatment	SB 271046	0.2963	13.9	7.99574967977601e-5	NA	3
treatment	SB 271046	0.2963	14	8.355731608913218e-5	NA	3
treatment	SB 271046	0.2963	14.100000000000001	8.731053767365938e-5	NA	3
treatment	SB 271046	0.2963	14.200000000000001	9.122351546044332e-5	NA	3
treatment	SB 271046	0.2963	14.3	9.530287129088938e-5	NA	3
treatment	SB 271046	0.2963	14.4	9.955550496369646e-5	NA	3
treatment	SB 271046	0.2963	14.5	1.0398860434432847e-4	NA	3
treatment	SB 271046	0.2963	14.600000000000001	1.0860965553303865e-4	NA	3
treatment	SB 271046	0.2963	14.700000000000001	1.1342645306407625e-4	NA	3
treatment	SB 271046	0.2963	14.8	1.1844711010757113e-4	NA	3
treatment	SB 271046	0.2963	14.9	1.2368006864417306e-4	NA	3
treatment	SB 271046	0.2963	15	1.2913410958167377e-4	NA	3
treatment	SB 271046	0.2963	15.100000000000001	1.3481836278194276e-4	NA	3
treatment	SB 271046	0.2963	15.200000000000001	1.4074231696565846e-4	NA	3
treatment	SB 271046	0.2963	15.3	1.469158294621675e-4	NA	3
treatment	SB 271046	0.2963	15.4	1.5334913577136932e-4	NA	3
treatment	SB 271046	0.2963	15.5	1.6005285890484077e-4	NA	3
treatment	SB 271046	0.2963	15.600000000000001	1.6703801847382926e-4	NA	3
treatment	SB 271046	0.2963	15.700000000000001	1.7431603949268412e-4	NA	3
treatment	SB 271046	0.2963	15.8	1.8189876086752602e-4	NA	3
treatment	SB 271046	0.2963	15.9	1.8979844354210937e-4	NA	3
treatment	SB 271046	0.2963	16	1.9802777827452713e-4	NA	3
treatment	SB 271046	0.2963	16.1	2.0659989302207284e-4	NA	3
treatment	SB 271046	0.2963	16.2	2.1552835991475456e-4	NA	3
treatment	SB 271046	0.2963	16.3	2.2482720180187624e-4	NA	3
treatment	SB 271046	0.2963	16.400000000000002	2.3451089836167273e-4	NA	3
treatment	SB 271046	0.2963	16.5	2.445943917686842e-4	NA	3
treatment	SB 271046	0.2963	16.6	2.550930919208251e-4	NA	3
treatment	SB 271046	0.2963	16.7	2.6602288123407576e-4	NA	3
treatment	SB 271046	0.2963	16.8	2.774001190214107e-4	NA	3
treatment	SB 271046	0.2963	16.900000000000002	2.8924164548053673e-4	NA	3
treatment	SB 271046	0.2963	17	3.015647853241942e-4	NA	3
treatment	SB 271046	0.2963	17.1	3.1438735109689414e-4	NA	3
treatment	SB 271046	0.2963	17.2	3.2772764623182217e-4	NA	3
treatment	SB 271046	0.2963	17.3	3.416044679133859e-4	NA	3
treatment	SB 271046	0.2963	17.400000000000002	3.5603710982108736e-4	NA	3
treatment	SB 271046	0.2963	17.5	3.710453648432891e-4	NA	3
treatment	SB 271046	0.2963	17.6	3.866495278604617e-4	NA	3
treatment	SB 271046	0.2963	17.7	4.028703987096017e-4	NA	3
treatment	SB 271046	0.2963	17.8	4.197292854538322e-4	NA	3
treatment	SB 271046	0.2963	17.900000000000002	4.372480080920839e-4	NA	3
treatment	SB 271046	0.2963	18	4.5544890285571256e-4	NA	3
treatment	SB 271046	0.2963	18.1	4.743548272486993e-4	NA	3
treatment	SB 271046	0.2963	18.2	4.939891659986245e-4	NA	3
treatment	SB 271046	0.2963	18.3	5.143758380938549e-4	NA	3
treatment	SB 271046	0.2963	18.400000000000002	5.355393050902804e-4	NA	3
treatment	SB 271046	0.2963	18.5	5.57504580877207e-4	NA	3
treatment	SB 271046	0.2963	18.6	5.802972430962561e-4	NA	3
treatment	SB 271046	0.2963	18.7	6.039434464111139e-4	NA	3
treatment	SB 271046	0.2963	18.8	6.28469937825876e-4	NA	3
treatment	SB 271046	0.2963	18.900000000000002	6.539040742496206e-4	NA	3
treatment	SB 271046	0.2963	19	6.802738425016226e-4	NA	3
treatment	SB 271046	0.2963	19.1	7.076078819467543e-4	NA	3
treatment	SB 271046	0.2963	19.200000000000003	7.359355099420094e-4	NA	3
treatment	SB 271046	0.2963	19.3	7.652867502673004e-4	NA	3
treatment	SB 271046	0.2963	19.400000000000002	7.956923646995779e-4	NA	3
treatment	SB 271046	0.2963	19.5	8.271838878766107e-4	NA	3
treatment	SB 271046	0.2963	19.6	8.597936655798962e-4	NA	3
treatment	SB 271046	0.2963	19.700000000000003	8.935548965472267e-4	NA	3
treatment	SB 271046	0.2963	19.8	9.285016779059933e-4	NA	3
treatment	SB 271046	0.2963	19.900000000000002	9.646690542955388e-4	NA	3
treatment	SB 271046	0.2963	20	0.0010020930707230079	NA	3
treatment	SB 271046	0.2963	20.1	0.0010408108291735392	NA	3
treatment	SB 271046	0.2963	20.200000000000003	0.0010808605489667676	NA	3
treatment	SB 271046	0.2963	20.3	0.0011222816308272107	NA	3
treatment	SB 271046	0.2963	20.400000000000002	0.0011651147246075516	NA	3
treatment	SB 271046	0.2963	20.5	0.0012094018005732916	NA	3
treatment	SB 271046	0.2963	20.6	0.0012551862241325772	NA	3
treatment	SB 271046	0.2963	20.700000000000003	0.0013025128338643413	NA	3
treatment	SB 271046	0.2963	20.8	0.0013514280226689633	NA	3
treatment	SB 271046	0.2963	20.900000000000002	0.0014019798218394325	NA	3
treatment	SB 271046	0.2963	21	0.0014542179878234624	NA	3
treatment	SB 271046	0.2963	21.1	0.0015081940914193634	NA	3
treatment	SB 271046	0.2963	21.200000000000003	0.001563961609122793	NA	3
treatment	SB 271046	0.2963	21.3	0.001621576016318399	NA	3
treatment	SB 271046	0.2963	21.400000000000002	0.0016810948819834508	NA	3
treatment	SB 271046	0.2963	21.5	0.0017425779645504932	NA	3
treatment	SB 271046	0.2963	21.6	0.0018060873085515	NA	3
treatment	SB 271046	0.2963	21.700000000000003	0.0018716873416470263	NA	3
treatment	SB 271046	0.2963	21.8	0.0019394449716223757	NA	3
treatment	SB 271046	0.2963	21.900000000000002	0.002009429682915285	NA	3
treatment	SB 271046	0.2963	22	0.0020817136322190434	NA	3
treatment	SB 271046	0.2963	22.1	0.0021563717426912794	NA	3
treatment	SB 271046	0.2963	22.200000000000003	0.0022334817962782034	NA	3
treatment	SB 271046	0.2963	22.3	0.0023131245236522875	NA	3
treatment	SB 271046	0.2963	22.400000000000002	0.0023953836912446766	NA	3
treatment	SB 271046	0.2963	22.5	0.0024803461848398414	NA	3
treatment	SB 271046	0.2963	22.6	0.0025681020891903153	NA	3
treatment	SB 271046	0.2963	22.700000000000003	0.00265874476309353	NA	3
treatment	SB 271046	0.2963	22.8	0.002752370909365861	NA	3
treatment	SB 271046	0.2963	22.900000000000002	0.0028490806391409623	NA	3
treatment	SB 271046	0.2963	23	0.002948977529908801	NA	3
treatment	SB 271046	0.2963	23.1	0.003052168676712498	NA	3
treatment	SB 271046	0.2963	23.200000000000003	0.0031587647359132454	NA	3
treatment	SB 271046	0.2963	23.3	0.0032688799609359165	NA	3
treatment	SB 271046	0.2963	23.400000000000002	0.0033826322294136456	NA	3
treatment	SB 271046	0.2963	23.5	0.0035001430611527606	NA	3
treatment	SB 271046	0.2963	23.6	0.0036215376263546545	NA	3
treatment	SB 271046	0.2963	23.700000000000003	0.003746944743547272	NA	3
treatment	SB 271046	0.2963	23.8	0.003876496866696368	NA	3
treatment	SB 271046	0.2963	23.900000000000002	0.0040103300609983725	NA	3
treatment	SB 271046	0.2963	24	0.0041485839668874026	NA	3
treatment	SB 271046	0.2963	24.1	0.0042914017518277375	NA	3
treatment	SB 271046	0.2963	24.200000000000003	0.004438930049508702	NA	3
treatment	SB 271046	0.2963	24.3	0.004591318886116543	NA	3
treatment	SB 271046	0.2963	24.400000000000002	0.0047487215934111	NA	3
treatment	SB 271046	0.2963	24.5	0.004911294708410275	NA	3
treatment	SB 271046	0.2963	24.6	0.005079197859554782	NA	3
treatment	SB 271046	0.2963	24.700000000000003	0.005252593639309866	NA	3
treatment	SB 271046	0.2963	24.8	0.005431647463251617	NA	3
treatment	SB 271046	0.2963	24.900000000000002	0.00561652741577572	NA	3
treatment	SB 271046	0.2963	25	0.005807404082673533	NA	3
treatment	SB 271046	0.2963	25.1	0.006004450370917391	NA	3
treatment	SB 271046	0.2963	25.200000000000003	0.006207841316115239	NA	3
treatment	SB 271046	0.2963	25.3	0.00641775387819584	NA	3
treatment	SB 271046	0.2963	25.400000000000002	0.006634366726002315	NA	3
treatment	SB 271046	0.2963	25.5	0.006857860011583999	NA	3
treatment	SB 271046	0.2963	25.6	0.007088415135080086	NA	3
treatment	SB 271046	0.2963	25.700000000000003	0.007326214501185304	NA	3
treatment	SB 271046	0.2963	25.8	0.007571441268299577	NA	3
treatment	SB 271046	0.2963	25.900000000000002	0.007824279091530691	NA	3
treatment	SB 271046	0.2963	26	0.008084911860804695	NA	3
treatment	SB 271046	0.2963	26.1	0.008353523435391431	NA	3
treatment	SB 271046	0.2963	26.200000000000003	0.008630297376201444	NA	3
treatment	SB 271046	0.2963	26.3	0.00891541667722917	NA	3
treatment	SB 271046	0.2963	26.400000000000002	0.009209063497528095	NA	3
treatment	SB 271046	0.2963	26.5	0.009511418895070876	NA	3
treatment	SB 271046	0.2963	26.6	0.009822662563820228	NA	3
treatment	SB 271046	0.2963	26.700000000000003	0.010142972575256539	NA	3
treatment	SB 271046	0.2963	26.8	0.010472525125507478	NA	3
treatment	SB 271046	0.2963	26.900000000000002	0.010811494289116005	NA	3
treatment	SB 271046	0.2963	27	0.011160051780309484	NA	3
treatment	SB 271046	0.2963	27.1	0.011518366722473403	NA	3
treatment	SB 271046	0.2963	27.200000000000003	0.011886605426311906	NA	3
treatment	SB 271046	0.2963	27.3	0.012264931176955835	NA	3
treatment	SB 271046	0.2963	27.400000000000002	0.012653504030011673	NA	3
treatment	SB 271046	0.2963	27.5	0.01305248061628096	NA	3
treatment	SB 271046	0.2963	27.6	0.013462013954573878	NA	3
treatment	SB 271046	0.2963	27.700000000000003	0.013882253271745821	NA	3
treatment	SB 271046	0.2963	27.8	0.014313343828729433	NA	3
treatment	SB 271046	0.2963	27.900000000000002	0.01475542675106895	NA	3
treatment	SB 271046	0.2963	28	0.015208638862059812	NA	3
treatment	SB 271046	0.2963	28.1	0.015673112516330988	NA	3
treatment	SB 271046	0.2963	28.200000000000003	0.01614897543134792	NA	3
treatment	SB 271046	0.2963	28.3	0.016636350514027898	NA	3
treatment	SB 271046	0.2963	28.400000000000002	0.01713535567936611	NA	3
treatment	SB 271046	0.2963	28.5	0.017646103657695106	NA	3
treatment	SB 271046	0.2963	28.6	0.018168701786973888	NA	3
treatment	SB 271046	0.2963	28.700000000000003	0.0187032517863136	NA	3
treatment	SB 271046	0.2963	28.8	0.019249849506729644	NA	3
treatment	SB 271046	0.2963	28.900000000000002	0.01980858465505472	NA	3
treatment	SB 271046	0.2963	29	0.02037954048681566	NA	3
treatment	SB 271046	0.2963	29.1	0.020962793463879276	NA	3
treatment	SB 271046	0.2963	29.200000000000003	0.021558412872679244	NA	3
treatment	SB 271046	0.2963	29.3	0.022166460398949824	NA	3
treatment	SB 271046	0.2963	29.400000000000002	0.02278698965497374	NA	3
treatment	SB 271046	0.2963	29.5	0.02342004565562353	NA	3
treatment	SB 271046	0.2963	29.6	0.024065664239684963	NA	3
treatment	SB 271046	0.2963	29.700000000000003	0.02472387143327734	NA	3
treatment	SB 271046	0.2963	29.8	0.025394682752612516	NA	3
treatment	SB 271046	0.2963	29.900000000000002	0.026078102443728775	NA	3
treatment	SB 271046	0.2963	30	0.026774122657389657	NA	3
treatment	SB 271046	0.2963	30.1	0.02748272255787365	NA	3
treatment	SB 271046	0.2963	30.200000000000003	0.02820386736506081	NA	3
treatment	SB 271046	0.2963	30.3	0.028937507329854263	NA	3
treatment	SB 271046	0.2963	30.400000000000002	0.02968357664376648	NA	3
treatment	SB 271046	0.2963	30.5	0.03044199228430476	NA	3
treatment	SB 271046	0.2963	30.6	0.031212652798580244	NA	3
treatment	SB 271046	0.2963	30.700000000000003	0.031995437028574235	NA	3
treatment	SB 271046	0.2963	30.8	0.03279020278232378	NA	3
treatment	SB 271046	0.2963	30.900000000000002	0.03359678545634498	NA	3
treatment	SB 271046	0.2963	31	0.03441499661561101	NA	3
treatment	SB 271046	0.2963	31.1	0.03524462253843748	NA	3
treatment	SB 271046	0.2963	31.200000000000003	0.03608542273466708	NA	3
treatment	SB 271046	0.2963	31.3	0.036937128446696145	NA	3
treatment	SB 271046	0.2963	31.400000000000002	0.037799441143827835	NA	3
treatment	SB 271046	0.2963	31.5	0.038672031021670675	NA	3
treatment	SB 271046	0.2963	31.6	0.039554535519173074	NA	3
treatment	SB 271046	0.2963	31.700000000000003	0.04044655786704509	NA	3
treatment	SB 271046	0.2963	31.8	0.04134766568217125	NA	3
treatment	SB 271046	0.2963	31.900000000000002	0.04225738962361972	NA	3
treatment	SB 271046	0.2963	32	0.043175222126559186	NA	3
treatment	SB 271046	0.2963	32.1	0.04410061623127256	NA	3
treatment	SB 271046	0.2963	32.2	0.045032984524908004	NA	3
treatment	SB 271046	0.2963	32.300000000000004	0.04597169821422326	NA	3
treatment	SB 271046	0.2963	32.4	0.04691608634781441	NA	3
treatment	SB 271046	0.2963	32.5	0.04786543520652311	NA	3
treatment	SB 271046	0.2963	32.6	0.04881898788064568	NA	3
treatment	SB 271046	0.2963	32.7	0.049775944052351896	NA	3
treatment	SB 271046	0.2963	32.800000000000004	0.05073546000118051	NA	3
treatment	SB 271046	0.2963	32.9	0.05169664884984982	NA	3
treatment	SB 271046	0.2963	33	0.052658581066539645	NA	3
treatment	SB 271046	0.2963	33.1	0.053620285238610475	NA	3
treatment	SB 271046	0.2963	33.2	0.05458074913117917	NA	3
treatment	SB 271046	0.2963	33.300000000000004	0.055538921042178495	NA	3
treatment	SB 271046	0.2963	33.4	0.05649371146335225	NA	3
treatment	SB 271046	0.2963	33.5	0.05744399505447451	NA	3
treatment	SB 271046	0.2963	33.6	0.058388612935125726	NA	3
treatment	SB 271046	0.2963	33.7	0.05932637529587832	NA	3
treatment	SB 271046	0.2963	33.800000000000004	0.060256064327269994	NA	3
treatment	SB 271046	0.2963	33.9	0.06117643746188646	NA	3
treatment	SB 271046	0.2963	34	0.062086230921325196	NA	3
treatment	SB 271046	0.2963	34.1	0.06298416355624736	NA	3
treatment	SB 271046	0.2963	34.2	0.06386894096402168	NA	3
treatment	SB 271046	0.2963	34.300000000000004	0.06473925986485608	NA	3
treatment	SB 271046	0.2963	34.4	0.06559381271359617	NA	3
treatment	SB 271046	0.2963	34.5	0.0664312925208635	NA	3
treatment	SB 271046	0.2963	34.6	0.06725039785371416	NA	3
treatment	SB 271046	0.2963	34.7	0.06804983798289058	NA	3
treatment	SB 271046	0.2963	34.800000000000004	0.06882833814073094	NA	3
treatment	SB 271046	0.2963	34.9	0.06958464485125508	NA	3
treatment	SB 271046	0.2963	35	0.07031753129173572	NA	3
treatment	SB 271046	0.2963	35.1	0.07102580264327654	NA	3
treatment	SB 271046	0.2963	35.2	0.07170830138668804	NA	3
treatment	SB 271046	0.2963	35.300000000000004	0.07236391249914846	NA	3
treatment	SB 271046	0.2963	35.4	0.07299156850708843	NA	3
treatment	SB 271046	0.2963	35.5	0.07359025435093007	NA	3
treatment	SB 271046	0.2963	35.6	0.07415901201851996	NA	3
treatment	SB 271046	0.2963	35.7	0.07469694490549676	NA	3
treatment	SB 271046	0.2963	35.800000000000004	0.0752032218631439	NA	3
treatment	SB 271046	0.2963	35.9	0.07567708089683486	NA	3
treatment	SB 271046	0.2963	36	0.07611783248157471	NA	3
treatment	SB 271046	0.2963	36.1	0.07652486246473153	NA	3
treatment	SB 271046	0.2963	36.2	0.07689763453018068	NA	3
treatment	SB 271046	0.2963	36.300000000000004	0.07723569220273337	NA	3
treatment	SB 271046	0.2963	36.4	0.077538660376222715	NA	3
treatment	SB 271046	0.2963	36.5	0.07780624635383321	NA	3
treatment	SB 271046	0.2963	36.6	0.07803824039429037	NA	3
treatment	SB 271046	0.2963	36.7	0.07823451576263192	NA	3
treatment	SB 271046	0.2963	36.800000000000004	0.0783950282895066	NA	3
treatment	SB 271046	0.2963	36.9	0.07851981544787133	NA	3
treatment	SB 271046	0.2963	37	0.07860899496083065	NA	3
treatment	SB 271046	0.2963	37.1	0.07866276295889954	NA	3
treatment	SB 271046	0.2963	37.2	0.07868139170917461	NA	3
treatment	SB 271046	0.2963	37.300000000000004	0.07866522694277274	NA	3
treatment	SB 271046	0.2963	37.4	0.07861468481028443	NA	3
treatment	SB 271046	0.2963	37.5	0.0785302484979116	NA	3
treatment	SB 271046	0.2963	37.6	0.07841246453945047	NA	3
treatment	SB 271046	0.2963	37.7	0.07826193886104928	NA	3
treatment	SB 271046	0.2963	37.800000000000004	0.07807933259728994	NA	3
treatment	SB 271046	0.2963	37.9	0.07786535771773237	NA	3
treatment	SB 271046	0.2963	38	0.07762077250365473	NA	3
treatment	SB 271046	0.2963	38.1	0.0773463769144225	NA	3
treatment	SB 271046	0.2963	38.2	0.07704300788236046	NA	3
treatment	SB 271046	0.2963	38.300000000000004	0.07671153457400473	NA	3
treatment	SB 271046	0.2963	38.400000000000006	0.07635285365416337	NA	3
treatment	SB 271046	0.2963	38.5	0.0759678845873846	NA	3
treatment	SB 271046	0.2963	38.6	0.07555756500949622	NA	3
treatment	SB 271046	0.2963	38.7	0.07512284619949497	NA	3
treatment	SB 271046	0.2963	38.800000000000004	0.07466468867951925	NA	3
treatment	SB 271046	0.2963	38.900000000000006	0.07418405796812311	NA	3
treatment	SB 271046	0.2963	39	0.07368192050914375	NA	3
treatment	SB 271046	0.2963	39.1	0.07315923979583165	NA	3
treatment	SB 271046	0.2963	39.2	0.07261697270696468	NA	3
treatment	SB 271046	0.2963	39.300000000000004	0.07205606606896002	NA	3
treatment	SB 271046	0.2963	39.400000000000006	0.07147745345525498	NA	3
treatment	SB 271046	0.2963	39.5	0.07088205223166415	NA	3
treatment	SB 271046	0.2963	39.6	0.07027076085380467	NA	3
treatment	SB 271046	0.2963	39.7	0.0696444564205402	NA	3
treatment	SB 271046	0.2963	39.800000000000004	0.06900399248499071	NA	3
treatment	SB 271046	0.2963	39.900000000000006	0.06835019712280445	NA	3
treatment	SB 271046	0.2963	40	0.06768387125552142	NA	3
treatment	SB 271046	0.2963	40.1	0.06700578722523334	NA	3
treatment	SB 271046	0.2963	40.2	0.06631668761525619	NA	3
treatment	SB 271046	0.2963	40.300000000000004	0.06561728431042506	NA	3
treatment	SB 271046	0.2963	40.400000000000006	0.06490825778939073	NA	3
treatment	SB 271046	0.2963	40.5	0.0641902566404916	NA	3
treatment	SB 271046	0.2963	40.6	0.06346389729210904	NA	3
treatment	SB 271046	0.2963	40.7	0.06272976394775122	NA	3
treatment	SB 271046	0.2963	40.800000000000004	0.06198840871569468	NA	3
treatment	SB 271046	0.2963	40.900000000000006	0.061240351922881006	NA	3
treatment	SB 271046	0.2963	41	0.060486082602281256	NA	3
treatment	SB 271046	0.2963	41.1	0.05972605914324346	NA	3
treatment	SB 271046	0.2963	41.2	0.05896071009399438	NA	3
treatment	SB 271046	0.2963	41.300000000000004	0.058190435105783485	NA	3
treatment	SB 271046	0.2963	41.400000000000006	0.0574156060081504	NA	3
treatment	SB 271046	0.2963	41.5	0.05663656800505652	NA	3
treatment	SB 271046	0.2963	41.6	0.05585364098175676	NA	3
treatment	SB 271046	0.2963	41.7	0.05506712091255485	NA	3
treatment	SB 271046	0.2963	41.800000000000004	0.0542772813597552	NA	3
treatment	SB 271046	0.2963	41.900000000000006	0.053484375054403566	NA	3
treatment	SB 271046	0.2963	42	0.05268863554952786	NA	3
treatment	SB 271046	0.2963	42.1	0.05189027893682804	NA	3
treatment	SB 271046	0.2963	42.2	0.05108950561792289	NA	3
treatment	SB 271046	0.2963	42.300000000000004	0.05028650212127007	NA	3
treatment	SB 271046	0.2963	42.400000000000006	0.04948144295606093	NA	3
treatment	SB 271046	0.2963	42.5	0.048674492494389425	NA	3
treatment	SB 271046	0.2963	42.6	0.04786580687290748	NA	3
treatment	SB 271046	0.2963	42.7	0.04705553590524326	NA	3
treatment	SB 271046	0.2963	42.800000000000004	0.04624382499621745	NA	3
treatment	SB 271046	0.2963	42.900000000000006	0.04543081704891618	NA	3
treatment	SB 271046	0.2963	43	0.04461665435532184	NA	3
treatment	SB 271046	0.2963	43.1	0.04380148046118631	NA	3
treatment	SB 271046	0.2963	43.2	0.042985441995428315	NA	3
treatment	SB 271046	0.2963	43.300000000000004	0.04216869045426385	NA	3
treatment	SB 271046	0.2963	43.400000000000006	0.041351383929889914	NA	3
treatment	SB 271046	0.2963	43.5	0.04053368877345568	NA	3
treatment	SB 271046	0.2963	43.6	0.039715781181691945	NA	3
treatment	SB 271046	0.2963	43.7	0.038897848696546417	NA	3
treatment	SB 271046	0.2963	43.800000000000004	0.038080091606876386	NA	3
treatment	SB 271046	0.2963	43.900000000000006	0.03726272424135803	NA	3
treatment	SB 271046	0.2963	44	0.036445976141615335	NA	3
treatment	SB 271046	0.2963	44.1	0.03563009310479907	NA	3
treatment	SB 271046	0.2963	44.2	0.03481533808493709	NA	3
treatment	SB 271046	0.2963	44.300000000000004	0.03400199194282939	NA	3
treatment	SB 271046	0.2963	44.400000000000006	0.03319035403458073	NA	3
treatment	SB 271046	0.2963	44.5	0.03238074262959327	NA	3
treatment	SB 271046	0.2963	44.6	0.03157349514949155	NA	3
treatment	SB 271046	0.2963	44.7	0.030768968220476572	NA	3
treatment	SB 271046	0.2963	44.800000000000004	0.029967537532562774	NA	3
treatment	SB 271046	0.2963	44.900000000000006	0.02916959750056962	NA	3
treatment	SB 271046	0.2963	45	0.028375560723021283	NA	3
treatment	SB 271046	0.2963	45.1	0.027585857236781784	NA	3
treatment	SB 271046	0.2963	45.2	0.026800933566975153	NA	3
treatment	SB 271046	0.2963	45.300000000000004	0.02602125157362538	NA	3
treatment	SB 271046	0.2963	45.400000000000006	0.02524728709845605	NA	3
treatment	SB 271046	0.2963	45.5	0.024479528417447882	NA	3
treatment	SB 271046	0.2963	45.6	0.02371847450686498	NA	3
treatment	SB 271046	0.2963	45.7	0.02296463313278684	NA	3
treatment	SB 271046	0.2963	45.800000000000004	0.022218518776359983	NA	3
treatment	SB 271046	0.2963	45.900000000000006	0.02148065040928624	NA	3
treatment	SB 271046	0.2963	46	0.02075154913615935	NA	3
treatment	SB 271046	0.2963	46.1	0.020031735722363938	NA	3
treatment	SB 271046	0.2963	46.2	0.01932172802818973	NA	3
treatment	SB 271046	0.2963	46.300000000000004	0.018622038371479438	NA	3
treatment	SB 271046	0.2963	46.400000000000006	0.017933170842705445	NA	3
treatment	SB 271046	0.2963	46.5	0.01725561859754339	NA	3
treatment	SB 271046	0.2963	46.6	0.016589861153006872	NA	3
treatment	SB 271046	0.2963	46.7	0.01593636171375568	NA	3
treatment	SB 271046	0.2963	46.800000000000004	0.015295564555476619	NA	3
treatment	SB 271046	0.2963	46.900000000000006	0.014667892492087468	NA	3
treatment	SB 271046	0.2963	47	0.014053744453011911	NA	3
treatment	SB 271046	0.2963	47.1	0.013453493195845097	NA	3
treatment	SB 271046	0.2963	47.2	0.01286748317846739	NA	3
treatment	SB 271046	0.2963	47.300000000000004	0.012296028612957642	NA	3
treatment	SB 271046	0.2963	47.400000000000006	0.01173941172167351	NA	3
treatment	SB 271046	0.2963	47.5	0.011197881213496592	NA	3
treatment	SB 271046	0.2963	47.6	0.010671650995625614	NA	3
treatment	SB 271046	0.2963	47.7	0.010160899133428103	NA	3
